biz_address,biz_name,biz_type,customer_service_address,email,marketplace,phone,rating,rating_star,seller_link,seller_name
"Avidesweg,1,Hemsbünde,27386,DE",AVIDES Media AG,private,"AVIDES Media AG,Avidesweg 1,Hemsbünde,Niedersachsen,27386,DE",kundenservice@avides.com,/shops/AOC3G2PBG3IY7?ref_=v_sp_storefront,,97% positive in den letzten 12 Monaten (4236 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AOC3G2PBG3IY7,SEDIVA Deutschland Schaufenster
"Asperhorner Weg,25,Tornesch,25436,DE",Tomo24 GbR,private,"Asperhorner Weg,25,Tornesch,25436,DE",E-Mail: amazon@tomo24shop.de,/shops/AONRCLMIN58WT?ref_=v_sp_storefront,+49 4120 7085885,100% positive in den letzten 12 Monaten (13 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AONRCLMIN58WT,tomo24 Schaufenster
"Lauterbachstr 89,Eggenfelden,Bayern,84307,DE",Wohnkult,private,"Lauterbachstr 89,Eggenfelden,Bayern,84307,DE",info@wohnkult.net,/shops/AP4OS99RW0E9I?ref_=v_sp_storefront,087215066600,99% positive in den letzten 12 Monaten (2774 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AP4OS99RW0E9I,Wohnkult Deko Schaufenster
"Königsbrücker Str.124,Dresden,Sachsen,01099,DE",MIOGA Warenhandel & Service GmbH,private,"Königsbrücker Str. 124,Dresden,Sachsen,01099,DE",,/shops/AP8P7DX979ZQT?ref_=v_sp_storefront,035156355668,85% positive in den letzten 12 Monaten (266 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AP8P7DX979ZQT,MIOGA Warenhandel & Service GmbH Schaufenster
"Pausalastraße,9,Nürnberg,90411,DE",MFM,private,,  E-Mail: info@mfm-shop.com,/shops/API74P09WMK1B?ref_=v_sp_storefront,,88% positive in den letzten 12 Monaten (6431 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=API74P09WMK1B,MFM-Shop Schaufenster
"via Cesare Battisti nr. 67,Locate Varesino,22070,IT",Caimi Gino,private,"Via Cesare Battisti nr. 67,Presso distributore SOMMESE PETROLI,Locate Varesino,CO,22070,IT",,/shops/AQO420OIMVELP?ref_=v_sp_storefront,,92% positive in den letzten 12 Monaten (26 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AQO420OIMVELP,Cicli Caimi Schaufenster
"beetfreunde UG (haftungsbeschränkt),Am Hasenlauf 37,Biedenkopf,35216,DE",beetfreunde UG (haftungsbeschränkt),private,,E-Mail: shop@beetfreunde.de,/shops/AQP7DHFXVG4O?ref_=v_sp_storefront,03946-6896810,98% positive in den letzten 12 Monaten (51 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AQP7DHFXVG4O,beetfreunde Schaufenster
"Oberer Markt,29,Oberguenzburg,87634,DE",mascona GbR,private,"Oberer Markt,29,Obergünzburg,87634,DE", E-Mail: info@mascona.com ,/shops/ARF1EDPDPB9KY?ref_=v_sp_storefront,,100% positive in den letzten 12 Monaten (465 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ARF1EDPDPB9KY,FAB_Commerce Schaufenster
"Wesselingerstr. 8a,KTK Handels GmbH,Pulheim,NRW,50259,DE",KTK Handels GmbH,private,"Wesselingerstr. 8a,KTK Handels GmbH,Pulheim,NRW,50259,DE", E-Mail: ktk-handel@t-online.de,/shops/ARY1MKOMRY2KN?ref_=v_sp_storefront,+49 221 50055030,85% positive in den letzten 12 Monaten (252 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ARY1MKOMRY2KN,"123 KTK Handel, Preise inkl. MwSt. Schaufenster"
"Via Martini 27/29,Nove,Vicenza,36055,IT",Centro Stefani srl,private,"Via Marini,21,Nove,Vicenza,36055,IT",,/shops/AS3XG2STFBAYS?ref_=v_sp_storefront,,74% positiv  Lebensdauer (23 Gesamtbewertungen),4 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AS3XG2STFBAYS,CentroStefanisrl Schaufenster
"Dorfstraße,52,Zossen,15806,DE",Oleanderhof,private,,"
Email: info@oleanderhof-nunsdorf.de",/shops/AS9HLJRMKFLOR?ref_=v_sp_storefront,+49 33731 10920,94% positive in den letzten 12 Monaten (49 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AS9HLJRMKFLOR,oleanderhof Schaufenster
"1a Handelsagentur,Lindenallee 2,Malchow,Mecklenburg,17213,DE",1a-Handelsagentur,private,, Herzlich Willkommen im Amazon Shop von 1a-Handelsagentur. Für Fragen stehen wir Ihnen gerne unter der 039932-829721 zur Verfügung. Sie können auch direkt eine E-Mail an info@1a-handelsagentur.de schreiben. ,/shops/ASHUCNLSNNLEA?ref_=v_sp_storefront,+4939932829721,89% positive in den letzten 12 Monaten (588 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ASHUCNLSNNLEA,"1a-Handelsagentur, Deutschlandweit versandkostenfrei ab 20 Euro Warenwert, zu AGB und Widerrufsrecht Schaufenster"
"Pfarrer-Bogner-Str.,5,Augsburg,86199,DE",Sysgotec GmbH,private,"Pfarrer-Bogner-Straße 5,Augsburg,Bayern,86199,DE",E-Mail: info@sysgotec.de,/shops/AUPWNNV1NTNEG?ref_=v_sp_storefront,0821-50809000,83% positive in den letzten 12 Monaten (18 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AUPWNNV1NTNEG,Sysgotec Schaufenster
"Mühlengrund,34,Teltow,14513,DE",Elektrokurier24 GmbH,private,"Mühlengrund,34,Teltow,14513,DE",E-Mail:  info@elektrokurier24.de,/shops/AVFAQR588J3UR?ref_=v_sp_storefront,+49 3328 3359808,89% positive in den letzten 12 Monaten (56 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AVFAQR588J3UR,Elektrokurier24 Schaufenster
"Zacisze,42,Siechnice,Voivodships niederslesien,55-010,PL",GREEN HOBBY SP Z O.O. SP. K.,private,,,/shops/AVMUVMGPDR3EP?ref_=v_sp_storefront,,94% positive in den letzten 12 Monaten (155 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AVMUVMGPDR3EP,Green Hobby Schaufenster
"Lindenbrunnenstrasse,4,Achern,77855,DE",Viola Direkt GmbH,state-owned,"Lindenbrunnenstraße 4,Achern,Baden-Württemberg,77855,DE", E-Mail: shop@violadirekt.eu,/shops/AVOAI6B6SU1O0?ref_=v_sp_storefront,+49 07841 628433,99% positive in den letzten 12 Monaten (1050 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AVOAI6B6SU1O0,ViD®GROUP Schaufenster
"Rua Carlos Aleluia, 4,Loja 3,Aveiro,Aveiro,3810-077,PT",TOOLSPROSTORE GLOBAL SOLUTIONS LDA,private,"Rua Carlos Aleluia, 4,Loja 3,Aveiro,Aveiro,3810-077,PT",,/shops/AWBGCIQMKHTI0?ref_=v_sp_storefront,,100% positive in den letzten 12 Monaten (16 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AWBGCIQMKHTI0,Tools Pro Store Global Solutions Schaufenster
"Oonksweg 29,Borne,7622AW,NL",WOHO,private,"Oonksweg 29,Borne,7622AW,NL",,/shops/AWYU5X22J37OE?ref_=v_sp_storefront,+31850656110,75% positive in den letzten 12 Monaten (51 Bewertungen),4 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AWYU5X22J37OE,Wohi Schaufenster
"Deltatecc GmbH,Carl-Friedrich-Gauß-Str. 6,Saarwellingen,Saarland,66793,DE",Deltatecc GmbH,private,, E-Mail: info@deltatecc.com,/shops/AXKYEO2EE4B65?ref_=v_sp_storefront,068385799990,89% positive in den letzten 12 Monaten (2476 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AXKYEO2EE4B65,Deltatecc GmbH Schaufenster
"Erich-Kiefer-Str. 10 -14,Gärtringen,Baden Württemberg,71116,DE","
            ","
            ","Erich-Kiefer-Str. 10 -14,Gärtringen,Baden Württemberg,71116,DE",,/shops/AYN74KKC07OGI?ref_=v_sp_storefront,,95% positive in den letzten 12 Monaten (655 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AYN74KKC07OGI,werk-z-eug Schaufenster
"Gewerbepark Markfeld 2c,Bad Aibling,Bayern,83043,DE",Golshani e.K.,private,,"
  E-Mail: amazon@gotools.de
",/shops/AYT9K4LIL4BS9?ref_=v_sp_storefront,080613461616,98% positive in den letzten 12 Monaten (545 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AYT9K4LIL4BS9,GOTOOLS Schaufenster
"Ludwigstr. 25,Selb,95100,DE",Erhard-Trading GmbH,private,"Retourenmanagement,Ludwigstr 25,Selb,Bayern,95100,DE",E-Mail: kundenservice@erhard-trading.de,/shops/AZ2EYZQ7G8Y9E?ref_=v_sp_storefront,092879667010,98% positive in den letzten 12 Monaten (538 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AZ2EYZQ7G8Y9E,ERHARD-SHOP*DE - Der Heimwerker Versand-Fachmarkt Schaufenster
,,,,,/shops/AZDDDV0GGGGGH?ref_=v_sp_storefront,,100% positiv  Lebensdauer (5 Gesamtbewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AZDDDV0GGGGGH,alexs07 Schaufenster
"Rúa Viñas Da Babilonia 36, Flat 1F,Porto de Santa Cruz,La Coruña,15179,ES",Luma Global 2001 Sociedad Limitada,private,,,/shops/AZG6L1RKKK2KE?ref_=v_sp_storefront,,100% positive in den letzten 12 Monaten (50 Bewertungen),5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AZG6L1RKKK2KE,Luma Global Schaufenster
"Gerberstrasse,3,Isernhagen,30916,DE",OnlineDeal24 GmbH,private,"Gerberstrasse,3,Isernhagen,30916,DE",E-Mail: info@OnlineDeal24.de,/shops/AZGKBCW8ULENM?ref_=v_sp_storefront,+49 511 87458866,92% positive in den letzten 12 Monaten (726 Bewertungen),4.5 von 5 Sternen,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AZGKBCW8ULENM,OnlineDeal24 Schaufenster
