biz_name,biz_type,biz_address,customer_service_address,rating_star,rating,phone,email,marketplace,seller_name,seller_link,Product1,Product2,Product3,Product4,Product5,Product6,Product7,Product8,Product9,Product10,Product11,Product12,Product13,Product14,Product15,Product16,Product17
Jebra,state-owned,"Rafaelweg 21a,Susteren,Limburg,6114 BX,NL","Rafaëlweg 21-A,Susteren,Limburg,6114 BX,NL",,,,,https://www.amazon.de/shops/A3QIZ5WT1GGOIV?ref_=v_sp_storefront,SchroevenConcurrent Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3QIZ5WT1GGOIV,https://www.amazon.de/dp/B06XKZYYHZ,,,,,,,,,,,,,,,,
TICK SP Z O O,private,"ul. Św. Marcin 29/8,Poznan,61-806,PL","ul. Św. Marcin 29/8,Poznań,61806,PL",5 von 5 Sternen,98% positive in den letzten 12 Monaten (131 Bewertungen),,Email: office@tick.com.pl  ,https://www.amazon.de/shops/A3QRI8DWKZJMJM?ref_=v_sp_storefront,Gumbo DE Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3QRI8DWKZJMJM,https://www.amazon.de/dp/B084SN9HQV,https://www.amazon.de/dp/B004WCHM5I,,,,,,,,,,,,,,,
TOMIDEALS LIMITED,private,"Unit C1,Brook Street Business Centre,TIPTON,West Midlands,DY4 9DD,GB",,5 von 5 Sternen,100% positiv  Lebensdauer (5 Gesamtbewertungen),,,https://www.amazon.de/shops/A3QVUWIN9D586C?ref_=v_sp_storefront,TomiDeals Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3QVUWIN9D586C,https://www.amazon.de/dp/B0001E3W7S,,,,,,,,,,,,,,,,
Samenhaus Müller GmbH,private,"Raßdorfer Straße 11,Wildeck,Hessen,36208,DE","Raßdorfer Straße 11,Wildeck-Bosserode,Hessen,36208,DE",5 von 5 Sternen,98% positive in den letzten 12 Monaten (809 Bewertungen),07236 2478-490, E-Mail: info@samenhaus.de,https://www.amazon.de/shops/A3RVDU4AKX6FOE?ref_=v_sp_storefront,Samenhaus Müller Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3RVDU4AKX6FOE,https://www.amazon.de/dp/B000PTMD9C,,,,,,,,,,,,,,,,
Simek proficentrum sro,private,"Kal 22,Klatovy,33901,CZ","Tajanov 111,Klatovy,33901,CZ",4.5 von 5 Sternen,90% positive in den letzten 12 Monaten (40 Bewertungen),,,https://www.amazon.de/shops/A3SQ5NQZTMO230?ref_=v_sp_storefront,Simek proficentrum Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3SQ5NQZTMO230,https://www.amazon.de/dp/B0001P19PY,https://www.amazon.de/dp/B00IKIEBW2,https://www.amazon.de/dp/B00426KPJO,https://www.amazon.de/dp/B07CSZ489N,,,,,,,,,,,,,
Christian Rehbein,private,"Potschappler Strasse 4,Dresden,Germany,01189,DE","Potschappler Strasse,4,Dresden,01189,DE",5 von 5 Sternen,98% positive in den letzten 12 Monaten (406 Bewertungen),+49 351 424 762 22,info@lampen-rampe.de,https://www.amazon.de/shops/A3UCJ9N28HB43I?ref_=v_sp_storefront,LAMPEN-RAMPE (Preise inkl. MwSt.) Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3UCJ9N28HB43I,https://www.amazon.de/dp/B003CSNV2Q,,,,,,,,,,,,,,,,
Die Werkzeugprofis Werkzeughandels-GmbH,private,"Röntgenstraße,6,Regensburg,93055,DE","Röntgenstraße,6,Regensburg,93055,DE",4.5 von 5 Sternen,83% positive in den letzten 12 Monaten (175 Bewertungen),+499418996130, E-Mail: amazon@die-werkzeugprofis.de,https://www.amazon.de/shops/A3UD1E3DZ7M0H5?ref_=v_sp_storefront,Die Werkzeugprofis Werkzeughandels-GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3UD1E3DZ7M0H5,https://www.amazon.de/dp/B01FE8M0LO,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B005M2WJDW,https://www.amazon.de/dp/B0002TTRQW,https://www.amazon.de/dp/B003TKSHJY,https://www.amazon.de/dp/B0024QQQME,https://www.amazon.de/dp/B0001E3U16,,,,,,,,,,
No Crumbs GmbH,private,"Mäuselweg,30,München,81375,DE",,5 von 5 Sternen,98% positive in den letzten 12 Monaten (184 Bewertungen),,,https://www.amazon.de/shops/A3UW3EYLN9YBE2?ref_=v_sp_storefront,Sauberkugel Shop Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3UW3EYLN9YBE2,https://www.amazon.de/dp/B07LFHK64C,,,,,,,,,,,,,,,,
"SIA ""Solution""",private,"Maza Zemturu 9-24,Marupe,LV-2167,LV",,4.5 von 5 Sternen,82% positive in den letzten 12 Monaten (68 Bewertungen),,,https://www.amazon.de/shops/A3UY995ZKNNQ2M?ref_=v_sp_storefront,Solution 4YOU Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3UY995ZKNNQ2M,https://www.amazon.de/dp/B084SN9HQV,,,,,,,,,,,,,,,,
schnaeppcheninsel,private,"Harffstrasse 203,Düsseldorf,NRW,40591,DE","Harffstrasse 203,Düsseldorf,NRW,40591,DE",5 von 5 Sternen,97% positive in den letzten 12 Monaten (29 Bewertungen),02113013570,E-Mail: schnaeppcheninsel@t-online.de,https://www.amazon.de/shops/A3VEQCCPAPX2F1?ref_=v_sp_storefront,schnaeppcheninsel Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3VEQCCPAPX2F1,https://www.amazon.de/dp/B01FE8M0LO,,,,,,,,,,,,,,,,
KW Vertriebs UG (haftungsbeschränkt),private,"Neckartalstr. 411,411,Stuttgart,70376,DE",,4.5 von 5 Sternen,87% positive in den letzten 12 Monaten (461 Bewertungen),,E-Mail: info@kw-vertrieb.de,https://www.amazon.de/shops/A3VR0B70HLYZUN?ref_=v_sp_storefront,KW-Vertrieb Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3VR0B70HLYZUN,https://www.amazon.de/dp/B00TTZU566,https://www.amazon.de/dp/B009ODV0OE,,,,,,,,,,,,,,,
Bort&Herkert,private,"Ringstraße 45,74626,Baden-Württemberg,74626,DE","Ringstraße 45,74626,Baden-Württemberg,74626,DE",5 von 5 Sternen,97% positive in den letzten 12 Monaten (63 Bewertungen),+497946927878,shop@bort-herkert.de,https://www.amazon.de/shops/A3Z9MDK9SE937?ref_=v_sp_storefront,elektrowerkzeug-shop Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A3Z9MDK9SE937,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B005M2WJDW,,,,,,,,,,,,,,,
Der Hartwaren-Profi GmbH,private,"Ailinger Str. 43,Friedrichshafen,Bade-Württemberg,88046,DE",,4.5 von 5 Sternen,93% positive in den letzten 12 Monaten (761 Bewertungen),+495071-7821693,"
  E-Mail: amazon@der-hartwaren-profi.de
",https://www.amazon.de/shops/A4DQMCE25SY78?ref_=v_sp_storefront,Der Hartwaren-Profi Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A4DQMCE25SY78,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B0002TTRT4,https://www.amazon.de/dp/B005M2WJDW,https://www.amazon.de/dp/B003TKSHJY,https://www.amazon.de/dp/B0002YYYFQ,https://www.amazon.de/dp/B0024QQQME,,,,,,,,,,,
Mailogistique,private,"5 chateau de la mauriniere,nueil sous faye,86200,FR",,3.5 von 5 Sternen,55% positive in den letzten 12 Monaten (29 Bewertungen),,,https://www.amazon.de/shops/A4KW3PYWNEY8J?ref_=v_sp_storefront,IDMENAGE Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A4KW3PYWNEY8J,https://www.amazon.de/dp/B07K8NWN18,,,,,,,,,,,,,,,,
ema Walter Kalberlah GmbH,private,"Blumenstraße,20,Bernburg,06406,DE","Blumenstraße,20,Bernburg,06406,DE",5 von 5 Sternen,96% positive in den letzten 12 Monaten (282 Bewertungen),;,amazon2015@werkzeugladen24.com,https://www.amazon.de/shops/A4YC0K19SO7JK?ref_=v_sp_storefront,WERKZEUGLADEN24 (Preise inkl. MwSt.) Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A4YC0K19SO7JK,https://www.amazon.de/dp/B01A0ATDQG,,,,,,,,,,,,,,,,
STORTLE LOISIRS ET IMAGES,private,"69 rue de paris,croissy beaubourg,Seine-et-Marne,77183,FR","69 rue de paris,croissy beaubourg,Seine-et-Marne,77183,FR",4 von 5 Sternen,72% positive in den letzten 12 Monaten (29 Bewertungen),+33 170006267,,https://www.amazon.de/shops/A5LE00RCDFR6J?ref_=v_sp_storefront,Stortle Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A5LE00RCDFR6J,https://www.amazon.de/dp/B003CSNV2Q,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B008HRFFJE,https://www.amazon.de/dp/B00FAMADXW,https://www.amazon.de/dp/B000GQ5ADK,,,,,,,,,,,,
Grah Baustoffzentrum GmbH,private,"Wittensteinstr. 156,Wuppertal,42285,DE","Wittensteinstr. 156,Wuppertal,42285,DE",5 von 5 Sternen,98% positive in den letzten 12 Monaten (4236 Bewertungen),0202 81022,"Email: amazon@bauxxl.de
 ",https://www.amazon.de/shops/A6F5BRV91OMPP?ref_=v_sp_storefront,bauxxl Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A6F5BRV91OMPP,https://www.amazon.de/dp/B01FE8M0LO,https://www.amazon.de/dp/B0009W86E6,https://www.amazon.de/dp/B0046041C8,,,,,,,,,,,,,,
elektro-schoelzel GmbH & Co KG,private,"Hauptstraße 68,Demitz-Thumitz,01877,DE","Shopbox24,Hauptstr. 48,Demitz-Thumitz,Sachsen,01877,DE",5 von 5 Sternen,97% positive in den letzten 12 Monaten (311 Bewertungen),035947777560, E-Mail: info@shopbox24.de,https://www.amazon.de/shops/A799JZAFWF3VR?ref_=v_sp_storefront,shopbox24 Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A799JZAFWF3VR,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B005M2WJDW,https://www.amazon.de/dp/B0024QQQME,,,,,,,,,,,,,,
Ulrich Holzhandlung-Baumarkt GmbH,private,"Am Bahnhof 7,Bruchhausen-Vilsen,Niedersachsen,27305,DE","Am Bahnhof 7,Bruchhausen-Vilsen,Niedersachsen,27305,DE",5 von 5 Sternen,96% positive in den letzten 12 Monaten (419 Bewertungen),04252-933400, info@ulrich-baumarkt.de,https://www.amazon.de/shops/A7EOYZ7W7Z2D3?ref_=v_sp_storefront,baumarktdiscount Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A7EOYZ7W7Z2D3,https://www.amazon.de/dp/B0002TTRQW,https://www.amazon.de/dp/B00426KPJO,https://www.amazon.de/dp/B000GQ5ADK,,,,,,,,,,,,,,
Armeria Savoca Italo s.n.c.,private,"Via Milano n.41,Palermo,PA,90133,IT",,3.5 von 5 Sternen,59% positiv  Lebensdauer (22 Gesamtbewertungen),,,https://www.amazon.de/shops/A8OK381ZRPQ5D?ref_=v_sp_storefront,Tuttohobby Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A8OK381ZRPQ5D,https://www.amazon.de/dp/B0001P151W,,,,,,,,,,,,,,,,
"
            ","
            ","UK-Motors GmbH,Kinzigstr. 4,Rodenbach,Hessen,63517,DE",,5 von 5 Sternen,96% positive in den letzten 12 Monaten (183 Bewertungen),"
            ",,https://www.amazon.de/shops/A8OOWZT502ND5?ref_=v_sp_storefront,uk-motorsDE Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A8OOWZT502ND5,https://www.amazon.de/dp/B001IX673M,,,,,,,,,,,,,,,,
Damro Technology S.à r.l.,private,"42 Rue Gabriel Lippmann,Niederanven,6947,LU",,5 von 5 Sternen,98% positive in den letzten 12 Monaten (1456 Bewertungen),0035226945683,  E-Mail: info@damrotech.com,https://www.amazon.de/shops/A9QHZZ69R4P3Q?ref_=v_sp_storefront,DAMRO TECHNOLOGY Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A9QHZZ69R4P3Q,https://www.amazon.de/dp/B004BA7634,https://www.amazon.de/dp/B0002TTRQW,,,,,,,,,,,,,,,
FERRETERIA ORTIZ SA,private,"Calle Narváez 47,MADRID,MADRID,28009,ES","Avenida de la Recomba 17,Leganes (Madrid),28914,ES",5 von 5 Sternen,97% positive in den letzten 12 Monaten (93 Bewertungen),+34620987686,,https://www.amazon.de/shops/A9REJ15YLA7RK?ref_=v_sp_storefront,Marketdeferreteria-DE Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=A9REJ15YLA7RK,https://www.amazon.de/dp/B084SN9HQV,https://www.amazon.de/dp/B00IKIEBW2,https://www.amazon.de/dp/B077ZJXCY1,https://www.amazon.de/dp/B0046041C8,,,,,,,,,,,,,
Cut360 UG ( haftungsbeschränkt ),private,"Cut360 UG (haftungsbeschränkt ),Leipzigerstraße 40,Markranstädt,Sachsen,04420,DE","Cut360 UG (haftungsbeschränkt ),Leipzigerstraße 40,Markranstädt,Sachsen,04420,DE",4.5 von 5 Sternen,94% positive in den letzten 12 Monaten (1194 Bewertungen),+493415628850,,https://www.amazon.de/shops/AB905LQC70Y93?ref_=v_sp_storefront,Cut360 Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AB905LQC70Y93,https://www.amazon.de/dp/B0024QQQME,,,,,,,,,,,,,,,,
Wilhelm Müller GmbH & Co. KG,private,"Jakob-Fugger-Str.,9,Prüm,54595,DE","Jakob-Fugger-Str.,9,Prüm,54595,DE",4.5 von 5 Sternen,88% positive in den letzten 12 Monaten (93 Bewertungen),,,https://www.amazon.de/shops/ABGAQ3TO9PA1P?ref_=v_sp_storefront,Opa Willi's Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ABGAQ3TO9PA1P,https://www.amazon.de/dp/B01FE8M0LO,https://www.amazon.de/dp/B0001E3W7S,,,,,,,,,,,,,,,
triverti GmbH,private,"Feldgasse 35,Kufstein,6330,AT","Europastraße 8,Kirchbichl,Tirol,6322,AT",5 von 5 Sternen,100% positive in den letzten 12 Monaten (24 Bewertungen),0043 5372 21807,hello@triverti.at,https://www.amazon.de/shops/ABIAT4E9DJ8YR?ref_=v_sp_storefront,triverti toolshop Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ABIAT4E9DJ8YR,https://www.amazon.de/dp/B06XKZYYHZ,,,,,,,,,,,,,,,,
Schwanthaler Computer GmbH & Co. KG,private,"Augustenstr. 51,München,80333,DE",,5 von 5 Sternen,98% positive in den letzten 12 Monaten (494 Bewertungen),,eMail: bestellung@schwanthaler-computer.de,https://www.amazon.de/shops/ABQJGLE2G5CGH?ref_=v_sp_storefront,Schwanthaler Computer Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ABQJGLE2G5CGH,https://www.amazon.de/dp/B00TTZU566,,,,,,,,,,,,,,,,
wei hai lin shang mao yi you xian gong si,private,"shan dong sheng wei hai shi huan cui qu,tong de lu-122 hao-603,wei hai shi,shan dong sheng,264200,CN",,,,,,,,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ACAIWGAQIXIQE,https://www.amazon.de/dp/B003CSNV2Q,,,,,,,,,,,,,,,,
Norax GmbH,private,"Roggenmühle,3,Leer (ostfriesland),26789,DE",,5 von 5 Sternen,97% positive in den letzten 12 Monaten (584 Bewertungen),01805491976,E-Mail: volker.memmen@norax.de,https://www.amazon.de/shops/ACL6A6MXINTOP?ref_=v_sp_storefront,norax GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ACL6A6MXINTOP,https://www.amazon.de/dp/B001JAGY3W,,,,,,,,,,,,,,,,
Schreiner Elektronik GmbH,private,"Carl-Zeiss-Straße 8 + 11/1,Leonberg,71229,DE","Eltingerstraße 61,Leonberg,Baden-Württemberg,71229,DE",3.5 von 5 Sternen,67% positive in den letzten 12 Monaten (285 Bewertungen),07152-30080, E-Mail: info@schreiner-elektronik.de,https://www.amazon.de/shops/ACMIUR0TOLYDM?ref_=v_sp_storefront,schreiner-modellbau Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ACMIUR0TOLYDM,https://www.amazon.de/dp/B084SN9HQV,https://www.amazon.de/dp/B008HRFFJE,https://www.amazon.de/dp/B07HCQM1WK,https://www.amazon.de/dp/B00FAMADXW,https://www.amazon.de/dp/B000GQ5ADK,,,,,,,,,,,,
Camden Tools Ltd,private,"Camden Tools, Unit 1,Cranborne Road,Potters Bar,Hertfordshire,EN6 3JN,GB","Cranborne Road,Potters Bar,Hertfordshire,EN6 3JN,GB",5 von 5 Sternen,97% positive in den letzten 12 Monaten (36 Bewertungen),020 8004 8539,,https://www.amazon.de/shops/AD2JZSHWKH52B?ref_=v_sp_storefront,CamdenTools Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AD2JZSHWKH52B,https://www.amazon.de/dp/B002BDNL4Q,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B005M2WJDW,https://www.amazon.de/dp/B003TKSHJY,,,,,,,,,,,,,
Peter M. Börsch KG,private,"Remscheider Str. 150-160,Remscheid,42899,DE","Remscheider Str. 150-160,Remscheid,42899,DE",5 von 5 Sternen,100% positive in den letzten 12 Monaten (134 Bewertungen),+49 2191 5811, E-Mail: amazon@boersch-werkzeuge.de,https://www.amazon.de/shops/ADP8A74M6QIE0?ref_=v_sp_storefront,Börsch Werkzeuge Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=ADP8A74M6QIE0,https://www.amazon.de/dp/B003TKSHJY,,,,,,,,,,,,,,,,
Schneider Consulting Elektronik GmbH,private,"Brachenfelderstr.,45,Neumünster,Schleswig-Holstein,24534,DE",,5 von 5 Sternen,98% positive in den letzten 12 Monaten (387 Bewertungen),043215594765, E-Mail: mail@schneider-consulting.it,https://www.amazon.de/shops/AE19DDZFPRS89?ref_=v_sp_storefront,"Schneider Consulting, Preise inkl. MwSt. Schaufenster",https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AE19DDZFPRS89,https://www.amazon.de/dp/B002BDNL4Q,,,,,,,,,,,,,,,,
Primus Handel GmbH,private,"August-Jeanmaire-Str. 16,Waldkirch,Deutschland,79183,DE","August-Jeanmaire-Str. 16,Waldkirch,Baden-Württemberg,79183,DE",4.5 von 5 Sternen,86% positive in den letzten 12 Monaten (51 Bewertungen),076814740765, E-Mail: info@technikprimus.de,https://www.amazon.de/shops/AEQKOHZ1GLSBU?ref_=v_sp_storefront,Technikprimus Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AEQKOHZ1GLSBU,https://www.amazon.de/dp/B00IKIEBW2,https://www.amazon.de/dp/B00426KPJO,https://www.amazon.de/dp/B0046041C8,,,,,,,,,,,,,,
pillar square ltd,private,"cranbrook rd,176,ILFORD,UK,IG1 4LX,GB",,,,,,https://www.amazon.de/shops/AFQMKPQPQCP5W?ref_=v_sp_storefront,SHOP N CLICK Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AFQMKPQPQCP5W,https://www.amazon.de/dp/B00FAMADXW,,,,,,,,,,,,,,,,
Drogisterij Bilsen BVBA,private,"Lange Kievitstraat 65,Antwerp,Antwerp,2018,BE",,5 von 5 Sternen,96% positive in den letzten 12 Monaten (486 Bewertungen),, - Chanukah2014@gmail.com ,https://www.amazon.de/shops/AFTI5NWJG0J5T?ref_=v_sp_storefront,Saving domestic Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AFTI5NWJG0J5T,https://www.amazon.de/dp/B0001P151W,,,,,,,,,,,,,,,,
Marcel Pannewitz,private,"Göttinger Landstraße 26a,Hemmingen,30966,DE",,4.5 von 5 Sternen,89% positive in den letzten 12 Monaten (36 Bewertungen),,E-Mail: Info@Elixito.com,https://www.amazon.de/shops/AG3CMQVIUO22C?ref_=v_sp_storefront,EliXito Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AG3CMQVIUO22C,https://www.amazon.de/dp/B00WJZNH1I,,,,,,,,,,,,,,,,
"Klaus Kirchgatterer, Engelbert Bachfischer GbR",private,"Ebenpaint,6,Bernhardswald,93170,DE",,5 von 5 Sternen,96% positive in den letzten 12 Monaten (845 Bewertungen),094079584830,eMail: info@kettenbertl.de,https://www.amazon.de/shops/AGCI35Y90XK3A?ref_=v_sp_storefront,Kettenbertl Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AGCI35Y90XK3A,https://www.amazon.de/dp/B002X3IDBK,,,,,,,,,,,,,,,,
Rubart GmbH,private,"Erfurter Str. 24,Dortmund,NW,44143,DE","Erfurter Str. 24,Dortmund,GERMANY,44143,DE",4.5 von 5 Sternen,94% positive in den letzten 12 Monaten (587 Bewertungen),+49 231 58698596,shop@rubart.de,https://www.amazon.de/shops/AGYAHPZ9NE95W?ref_=v_sp_storefront,RUBART GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AGYAHPZ9NE95W,https://www.amazon.de/dp/B084SN9HQV,https://www.amazon.de/dp/B004BA7634,https://www.amazon.de/dp/B013SW1EO2,https://www.amazon.de/dp/B001W7GXTW,https://www.amazon.de/dp/B0014GUVAI,https://www.amazon.de/dp/B000PTMD9C,https://www.amazon.de/dp/B0002TTRQW,https://www.amazon.de/dp/B01M361H2B,https://www.amazon.de/dp/B00426KPJO,https://www.amazon.de/dp/B0001E3W7S,https://www.amazon.de/dp/B0001E3U16,https://www.amazon.de/dp/B01M5K4Y44,,,,,
HAC24 GmbH,private,"Grüner Weg 55,Reutlingen,72766,DE","Grüner Weg 55,Reutlingen,72766,DE",4.5 von 5 Sternen,88% positive in den letzten 12 Monaten (1093 Bewertungen),,info@hac24.com,https://www.amazon.de/shops/AH9IN88JON8MG?ref_=v_sp_storefront,HAC24 Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AH9IN88JON8MG,https://www.amazon.de/dp/B003CSNV2Q,,,,,,,,,,,,,,,,
LMV Technischer Handel,private,"HAP-Grieshaber-Weg 58,Ostfildern,Baden-Württemberg,73760,DE","Susanne Lechler,Uhlandstr. 65,Ostfildern,Baden-Württemberg,73760,DE",4.5 von 5 Sternen,89% positive in den letzten 12 Monaten (231 Bewertungen),07113414394,"
info@lmv.de",https://www.amazon.de/shops/AIOWGIQOE7RSH?ref_=v_sp_storefront,LMV Technischer Handel Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AIOWGIQOE7RSH,https://www.amazon.de/dp/B003CSNV2Q,https://www.amazon.de/dp/B01KYTRT7S,,,,,,,,,,,,,,,
,,,,2.5 von 5 Sternen,35% positive in den letzten 12 Monaten (26 Bewertungen),,E-Mail: info@bamur.de ,https://www.amazon.de/shops/AJJ51QEULPPTM?ref_=v_sp_storefront,Bamur Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AJJ51QEULPPTM,https://www.amazon.de/dp/B084SN9HQV,,,,,,,,,,,,,,,,
Big-Buy.de UG (haftungsbeschränkt),private,"Büsdorfer Straße,30,Pulheim,50259,DE",,4.5 von 5 Sternen,90% positive in den letzten 12 Monaten (270 Bewertungen),, E-Mail: big-buy@gmx.de,https://www.amazon.de/shops/AJO0TKFSFWGH0?ref_=v_sp_storefront,"Big-Buy-de , Preise inkl. MwSt. Schaufenster",https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AJO0TKFSFWGH0,https://www.amazon.de/dp/B00WJZNH1I,https://www.amazon.de/dp/B004BA7634,,,,,,,,,,,,,,,
Maschinen Stockert Grosshandels Maschinen Stockert Großhandels-Gesellschaft mit beschränkter Haftung,private,"Friedrich-Bergius-Straße,17,Hohenbrunn,85662,DE","Friedrich-Bergius-Straße,17,Hohenbrunn,85662,DE",4.5 von 5 Sternen,94% positive in den letzten 12 Monaten (289 Bewertungen),0810289488,E-Mail: info@maschinen-stockert.de ,https://www.amazon.de/shops/AJTEMFXEXI0XS?ref_=v_sp_storefront,Maschinen Stockert Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AJTEMFXEXI0XS,https://www.amazon.de/dp/B009ODV0OE,https://www.amazon.de/dp/B005M2WJDW,https://www.amazon.de/dp/B003TKSHJY,,,,,,,,,,,,,,
Carbone Giuseppe,private,"VIA SANTA LUCIA SN,ALI' TERME,ME,98021,IT","Via Santa Lucia, sn,ALI' TERME,ME,98021,IT",5 von 5 Sternen,100% positive in den letzten 12 Monaten (505 Bewertungen),+39 3497926079,,https://www.amazon.de/shops/AKGPZ9JBAW75N?ref_=v_sp_storefront,Electronic_System Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AKGPZ9JBAW75N,https://www.amazon.de/dp/B084SN9HQV,,,,,,,,,,,,,,,,
Medvalda,private,"ežero 16,Lukniai village,Lithuania,28114,LT",,5 von 5 Sternen,95% positive in den letzten 12 Monaten (171 Bewertungen),,,https://www.amazon.de/shops/AKR64WC7HIWHF?ref_=v_sp_storefront,Medvalda Power Tools Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&https://www.amazon.de/sp?_encoding=UTF8&seller=AKR64WC7HIWHF,https://www.amazon.de/dp/B0009W86H8,,,,,,,,,,,,,,,,
