biz_name,biz_type,biz_address,customer_service_address,rating_star,rating,phone,email,marketplace,seller_name,seller_link,Product1,Product2,Product3,Product4,Product5,Product6,Product7,Product8,Product9,Product10,Product11,Product12,Product13,Product14,Product15,Product16,Product17,Product18,Product19,Product20,Product21,Product22,Product23,Product24
ABC-Schnäppchenmarkt GmbH,GmbH,,"Jösser weg 10,Petershagen,NRW,32469,DE",4 von 5 Sternen,77% positive in den letzten 12 Monaten (3567 Bewertungen),0570591155,E-Mail: abc-markt@web.de ,https://www.amazon.de/shops/AIV2R5K5A2LX3?ref_=v_sp_storefront,ABC-Schnäppchenmarkt GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AIV2R5K5A2LX3,https://www.amazon.de/dp/B0055R2CKO,https://www.amazon.de/dp/B004MPQQ6G,https://www.amazon.de/dp/B00EFEZ7D2,https://www.amazon.de/dp/B06XKVS91W,,,,,,,,,,,,,,,,,,,,
Annette Neuert-Widmann,Einzelperson,"Marktstraße 9,Wiesloch,69168,DE","Firma Neuerts,Wiesloch,69168,DE",4.5 von 5 Sternen,92% positive in den letzten 12 Monaten (1846 Bewertungen),,"
 E-Mail neuerts@online.de 
",https://www.amazon.de/shops/AJX7KEJWC1COO?ref_=v_sp_storefront,Neuert's Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AJX7KEJWC1COO,https://www.amazon.de/dp/B00I5ABIFI,https://www.amazon.de/dp/B00LPQ9POU,https://www.amazon.de/dp/B00NABN1Z2,,,,,,,,,,,,,,,,,,,,,
Rafael Bialozyt,,"Dworcowa 22,Milowka,silesia,34-360,PL",,4 von 5 Sternen,77% positive in den letzten 12 Monaten (13 Bewertungen),,,https://www.amazon.de/shops/AKQIB10K3SFW2?ref_=v_sp_storefront,MARMURO EUROPE Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AKQIB10K3SFW2,https://www.amazon.de/dp/B06XKVS91W,,,,,,,,,,,,,,,,,,,,,,,
Culinaris Küchenaccessoires,Einzelunternehmen,"Steinbachweg 8,Leipzig,04158,DE","Steinbachweg 8,Leipzig,04158,DE",5 von 5 Sternen,97% positive in den letzten 12 Monaten (746 Bewertungen),0341-46107800, service@culinaris.eu,https://www.amazon.de/shops/AMIQRZWR8F5MK?ref_=v_sp_storefront,Culinaris Küchenaccessoires - Wir bringen Sie zum Kochen! Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AMIQRZWR8F5MK,https://www.amazon.de/dp/B0026FCIA2,,,,,,,,,,,,,,,,,,,,,,,
"
            ","
            ","Otto-Baumgartner Str. 10 - 11,Seiersberg,Graz,8055,AT",,4.5 von 5 Sternen,85% positive in den letzten 12 Monaten (390 Bewertungen),,Unsere E-Mailadresse lautet:  amazon.de@ inandout.at,https://www.amazon.de/shops/ANM2O3N43QVYX?ref_=v_sp_storefront,inandout Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=ANM2O3N43QVYX,https://www.amazon.de/dp/B000OXME9I,https://www.amazon.de/dp/B01CU30YJQ,https://www.amazon.de/dp/B000P2Y3A6,https://www.amazon.de/dp/B06XKVS91W,,,,,,,,,,,,,,,,,,,,
Eckhard Moschcau,GbR,,,5 von 5 Sternen,97% positive in den letzten 12 Monaten (110 Bewertungen),03601406930,,https://www.amazon.de/shops/AO9LB2O5B5F9V?ref_=v_sp_storefront,Elektronik XXL Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AO9LB2O5B5F9V,https://www.amazon.de/dp/B0027OGDWG,https://www.amazon.de/dp/B079PYVY5G,https://www.amazon.de/dp/B000OXME9I,https://www.amazon.de/dp/B00EFEZ7D2,https://www.amazon.de/dp/B01IIL6UVA,https://www.amazon.de/dp/B00IKDAPRW,,,,,,,,,,,,,,,,,,
AVIDES Media AG,Aktiengesellschaft,"Avidesweg,1,Hemsbünde,27386,DE","AVIDES Media AG,Avidesweg 1,Hemsbünde,Niedersachsen,27386,DE",5 von 5 Sternen,97% positive in den letzten 12 Monaten (3777 Bewertungen),,kundenservice@avides.com,https://www.amazon.de/shops/AOC3G2PBG3IY7?ref_=v_sp_storefront,SEDIVA Deutschland Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AOC3G2PBG3IY7,https://www.amazon.de/dp/B06W9JMQT1,,,,,,,,,,,,,,,,,,,,,,,
MIOGA Warenhandel & Service GmbH,GmbH,,"Königsbrücker Str. 124,Dresden,Sachsen,01099,DE",4.5 von 5 Sternen,86% positive in den letzten 12 Monaten (214 Bewertungen),035156355668,,https://www.amazon.de/shops/AP8P7DX979ZQT?ref_=v_sp_storefront,MIOGA Warenhandel & Service GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AP8P7DX979ZQT,https://www.amazon.de/dp/B00I5ABIFI,https://www.amazon.de/dp/B0027OGDWG,https://www.amazon.de/dp/B015HO4MJI,https://www.amazon.de/dp/B01B0YT0E6,https://www.amazon.de/dp/B008GT06T2,https://www.amazon.de/dp/B01CU30YJQ,https://www.amazon.de/dp/B07GG77DL2,https://www.amazon.de/dp/B00EFEZ7D2,https://www.amazon.de/dp/B01B0YRRLY,https://www.amazon.de/dp/B000CES2O0,https://www.amazon.de/dp/B07ND8MYKY,https://www.amazon.de/dp/B007XS5A8Y,https://www.amazon.de/dp/B00MIKIZGG,https://www.amazon.de/dp/B00I64R77Q,https://www.amazon.de/dp/B01IIL6UVA,https://www.amazon.de/dp/B06XKVS91W,https://www.amazon.de/dp/B075R8Z2ZG,,,,,,,
LCD & Plasma Service GmbH,GmbH,"Im Nordfeld 21,Abteilung Amazon,Nienhagen,29336,DE","Im Nordfeld 21,Nienhagen,29336,DE",4.5 von 5 Sternen,91% positive in den letzten 12 Monaten (333 Bewertungen),051444958115,E-Mail: service@elnavi.de,https://www.amazon.de/shops/APDEJE0D2I08J?ref_=v_sp_storefront,LCD & Plasma Service GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=APDEJE0D2I08J,https://www.amazon.de/dp/B00I5ABIFI,,,,,,,,,,,,,,,,,,,,,,,
DTG dynamic-trade GmbH,GmbH,"Saalestr.,8,Neumuenster,24539,DE",,4.5 von 5 Sternen,92% positive in den letzten 12 Monaten (1173 Bewertungen),004943216022015,Mail:service@dynamic-trade.de,https://www.amazon.de/shops/AR2UR0IIU1R2H?ref_=v_sp_storefront,dynamic24 Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AR2UR0IIU1R2H,https://www.amazon.de/dp/B07DG17VQ6,,,,,,,,,,,,,,,,,,,,,,,
Conrad Electronic SE,SE,,,4.5 von 5 Sternen,91% positive in den letzten 12 Monaten (1845 Bewertungen),, eMail: webmaster@conrad.de,https://www.amazon.de/shops/AR8A2HYHUYBI?ref_=v_sp_storefront,Conrad Electronic SE Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AR8A2HYHUYBI,https://www.amazon.de/dp/B000P2Y3A6,https://www.amazon.de/dp/B01N9XBDTI,https://www.amazon.de/dp/B0028YCFW2,https://www.amazon.de/dp/B00NABN1Z2,https://www.amazon.de/dp/B075R8Z2ZG,,,,,,,,,,,,,,,,,,,
Paggi Carolina,Ditta Individuale,"VIA ITALIA 13,CAMERI,Novara,28062,IT",,5 von 5 Sternen,100% positiv  Lebensdauer (21 Gesamtbewertungen),,,https://www.amazon.de/shops/AS93EHTX1U40E?ref_=v_sp_storefront,Casalinghi Paggi Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AS93EHTX1U40E,https://www.amazon.de/dp/B076CTKZSV,,,,,,,,,,,,,,,,,,,,,,,
Find A Spare Ltd,Ltd,"UNIT 8a BUTTS BUSINESS CENTRE,BUTTS ROAD,CHISELDON,WILTSHIRE,SN4 0PP,GB","unit 11,butts business centre, BUTTS ROAD,SWINDON,CHISELDON,SN40PP,GB",5 von 5 Sternen,97% positive in den letzten 12 Monaten (315 Bewertungen),+44 01793741572,,https://www.amazon.de/shops/ASVOE5ZPLKDDJ?ref_=v_sp_storefront,Find A Spare Ltd Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=ASVOE5ZPLKDDJ,https://www.amazon.de/dp/B06XKVS91W,,,,,,,,,,,,,,,,,,,,,,,
Gerhard Brenkusch,Einzelhandel,"Am Pichlbach 10,Zeltweg,8740,AT","Casa Bugatti,Tischlerstr. 26,Zeltweg,Steiermark,8740,AT",5 von 5 Sternen,97% positive in den letzten 12 Monaten (583 Bewertungen),0043357242148, E-Mail: casabugatti@aon.at,https://www.amazon.de/shops/AU6EQVZPOMTA2?ref_=v_sp_storefront,Casa Haushalt Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AU6EQVZPOMTA2,https://www.amazon.de/dp/B00NABN1Z2,https://www.amazon.de/dp/B009I4A1TE,,,,,,,,,,,,,,,,,,,,,,
Cyberport GmbH,GmbH,"Am Brauhaus 5,Dresden,Sachsen,01099,DE","Am Brauhaus 5,Dresden,01099,DE",4.5 von 5 Sternen,89% positive in den letzten 12 Monaten (934 Bewertungen),+49 351 3395-678,E-Mail: info@cyberport.de,https://www.amazon.de/shops/AUAVRUONAQ4EG?ref_=v_sp_storefront,cyberport Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AUAVRUONAQ4EG,https://www.amazon.de/dp/B00400OMU0,https://www.amazon.de/dp/B06WD7Z8GD,https://www.amazon.de/dp/B000P2Y3A6,https://www.amazon.de/dp/B07PKP1MY7,https://www.amazon.de/dp/B0028YCFW2,https://www.amazon.de/dp/B00MIKIZGG,,,,,,,,,,,,,,,,,,
Teleconcept GmbH,,,"c/o Teleconcept GmbH,Schleinufer 38,Magdeburg,39104,DE",5 von 5 Sternen,95% positive in den letzten 12 Monaten (324 Bewertungen),0391 557 59 8080,Mail: online@konsumfabrik.de,https://www.amazon.de/shops/AUGVDZ0A511GS?ref_=v_sp_storefront,Konsumfabrik Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AUGVDZ0A511GS,https://www.amazon.de/dp/B008GT06T2,https://www.amazon.de/dp/B01CU30YJQ,https://www.amazon.de/dp/B06WD7Z8GD,https://www.amazon.de/dp/B01B0YRRLY,https://www.amazon.de/dp/B00GNVTXB2,https://www.amazon.de/dp/B00MIKIZGG,https://www.amazon.de/dp/B06XKVS91W,,,,,,,,,,,,,,,,,
Bonsen Electronics Inc.,C corporation,"5805C Peachtree Corners East,Norcross,GA,30092,US",,5 von 5 Sternen,99% positive in den letzten 12 Monaten (572 Bewertungen),,,https://www.amazon.de/shops/AVNMKJ61P9RFD?ref_=v_sp_storefront,Mrbon EU Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AVNMKJ61P9RFD,https://www.amazon.de/dp/B07SL32N7V,,,,,,,,,,,,,,,,,,,,,,,
Havekost Planung,UG,"Feld Str,2,Sottrum,Niedersachsen,27367,DE","Dieker Str,33b,Ottersberg,Niedersachsen,28870,DE",5 von 5 Sternen,96% positive in den letzten 12 Monaten (70 Bewertungen),"
",E-Mail: info@outlettoys.de,https://www.amazon.de/shops/AVT4QH368DPKM?ref_=v_sp_storefront,Outlettoys Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AVT4QH368DPKM,https://www.amazon.de/dp/B0046H92C0,,,,,,,,,,,,,,,,,,,,,,,
Maxi-Media Online GmbH,GmbH,"Siemensstr. 39B,Gera,Thüringen,07546,DE","Altenburgerstraße,12a,Gera,07546,DE",4.5 von 5 Sternen,92% positive in den letzten 12 Monaten (1066 Bewertungen),, info@uebilliger.de,https://www.amazon.de/shops/AWYQ0GYFT1NKS?ref_=v_sp_storefront,UEBilliger Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AWYQ0GYFT1NKS,https://www.amazon.de/dp/B00I5ABIFI,https://www.amazon.de/dp/B06XC5GMGT,https://www.amazon.de/dp/B003F0WKDM,https://www.amazon.de/dp/B008GT06T2,https://www.amazon.de/dp/B079PYVY5G,https://www.amazon.de/dp/B000OXME9I,https://www.amazon.de/dp/B01CU30YJQ,https://www.amazon.de/dp/B00BEJ77WK,https://www.amazon.de/dp/B0026FCIA2,https://www.amazon.de/dp/B00B0WA2XW,https://www.amazon.de/dp/B01IIL6UVA,https://www.amazon.de/dp/B009I4A1TE,https://www.amazon.de/dp/B07DPKH9SN,,,,,,,,,,,
Expert Aigelsreiter,e.U.,"Einsteinstrasse 5,EP: Aigelsreiter e.U.,Linz,4020,AT","Einsteinstrasse 5,EP: Aigelsreiter e.U.,Linz,4020,AT",4.5 von 5 Sternen,94% positiv  Lebensdauer (49 Gesamtbewertungen),,Email: office@ep-aigelsreiter.at ,https://www.amazon.de/shops/AX4KQPOT4ZP02?ref_=v_sp_storefront,derAigelsreiter Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AX4KQPOT4ZP02,https://www.amazon.de/dp/B07DPKH9SN,,,,,,,,,,,,,,,,,,,,,,,
Deltatecc GmbH,GmbH,"Deltatecc GmbH,Carl-Friedrich-Gauß-Str. 6,Saarwellingen,Saarland,66793,DE",,4.5 von 5 Sternen,92% positive in den letzten 12 Monaten (1890 Bewertungen),068385799990, E-Mail: info@deltatecc.com,https://www.amazon.de/shops/AXKYEO2EE4B65?ref_=v_sp_storefront,Deltatecc GmbH Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AXKYEO2EE4B65,https://www.amazon.de/dp/B00I5ABIFI,https://www.amazon.de/dp/B000IYGH28,https://www.amazon.de/dp/B01B0YT0E6,https://www.amazon.de/dp/B008GT06T2,https://www.amazon.de/dp/B000OXME9I,https://www.amazon.de/dp/B00A7URUOC,https://www.amazon.de/dp/B07GG77DL2,https://www.amazon.de/dp/B06WD7Z8GD,https://www.amazon.de/dp/B00BEJ77WK,https://www.amazon.de/dp/B01B0YRRLY,https://www.amazon.de/dp/B008WK1RAM,https://www.amazon.de/dp/B00IOKXHQC,https://www.amazon.de/dp/B013DQEJF4,https://www.amazon.de/dp/B07DG17VQ6,https://www.amazon.de/dp/B0028YCFW2,https://www.amazon.de/dp/B07ND8MYKY,https://www.amazon.de/dp/B00B0WA2XW,https://www.amazon.de/dp/B013DQEPX0,https://www.amazon.de/dp/B01IIL6UVA,https://www.amazon.de/dp/B00EZML6HU,https://www.amazon.de/dp/B000IYEMYI,,,
Arslan Masood Ahamd Butt,LTD,"35 Faraday Avenue,Manchester,Lancashire,M8 0SS,GB",,4.5 von 5 Sternen,84% positive in den letzten 12 Monaten (19 Bewertungen),,,https://www.amazon.de/shops/AYDDPQ6FX31TJ?ref_=v_sp_storefront,Household-stuff Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AYDDPQ6FX31TJ,https://www.amazon.de/dp/B00I5ABIFI,,,,,,,,,,,,,,,,,,,,,,,
Projekt E GmbH -gixx House of BBQ-,Einzelunternehmen,"Bonnstr. 248,Hürth,NRW,50354,DE","Bonnstr. 248,Hürth,NRW,50354,DE",4.5 von 5 Sternen,91% positive in den letzten 12 Monaten (271 Bewertungen),+492233626980,E-Mail: kontakt@gixx-bbq.de,https://www.amazon.de/shops/AZB2P47MQJ5HF?ref_=v_sp_storefront,gixx House of BBQ Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AZB2P47MQJ5HF,https://www.amazon.de/dp/B000OXME9I,,,,,,,,,,,,,,,,,,,,,,,
OnlineDeal24 GmbH,GmbH,"Gerberstrasse,3,Isernhagen,30916,DE","Gerberstrasse,3,Isernhagen,30916,DE",4.5 von 5 Sternen,92% positive in den letzten 12 Monaten (623 Bewertungen),+49 511 87458866,E-Mail: info@OnlineDeal24.de,https://www.amazon.de/shops/AZGKBCW8ULENM?ref_=v_sp_storefront,OnlineDeal24 Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AZGKBCW8ULENM,https://www.amazon.de/dp/B06WD7Z8GD,,,,,,,,,,,,,,,,,,,,,,,
Europart Service Oost,,"Rooigemlaan 131,Gent,9000,BE","Rooigemlaan 131,Gent,9000,BE",4.5 von 5 Sternen,93% positive in den letzten 12 Monaten (41 Bewertungen),0032494176009,,https://www.amazon.de/shops/AZHA4EBPIVK0D?ref_=v_sp_storefront,InstaSpares Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AZHA4EBPIVK0D,https://www.amazon.de/dp/B0055R2CKO,https://www.amazon.de/dp/B07GG77DL2,https://www.amazon.de/dp/B00IOKXHQC,https://www.amazon.de/dp/B0026FCIA2,https://www.amazon.de/dp/B06XKVS91W,,,,,,,,,,,,,,,,,,,
Sira Trading GmbH,GmbH,"Gärtnerweg 26,Frankfurt am Main,60322,DE","Gärtnerweg,26,Frankfurt am Main,Hessen,60322,DE",5 von 5 Sternen,99% positive in den letzten 12 Monaten (2355 Bewertungen),+496934875662, E-Mail: support@sira-trading.com ,https://www.amazon.de/shops/AZMQA0ZCSQ1G9?ref_=v_sp_storefront,Sira Trading Schaufenster,https://www.amazon.de/sp?_encoding=UTF8&seller=AZMQA0ZCSQ1G9,https://www.amazon.de/dp/B07GG77DL2,,,,,,,,,,,,,,,,,,,,,,,
